rxTime,wn,tow,decimals,posX,posY,posZ
1425049156.29617,2356,140356,0.296174725779565,350258428.696607,16820316.510883,95799233.3821204
1425049157.29617,2356,140357,0.296174725779565,349917993.806809,16777726.3234937,95702385.6384664
1425049158.29617,2356,140358,0.296174725779565,350516103.367706,16784935.4732134,95873233.3516613
1425049159.29617,2356,140359,0.296174725779565,350303525.96738,16748827.4751437,95812498.9972785
1425049160.29617,2356,140360,0.296174725779565,350171232.625621,16717428.3164677,95775178.1516569
1425049161.29617,2356,140361,0.296174725779565,350251585.380619,16696978.9732849,95798126.4427113
1425049162.29617,2356,140362,0.296174725779565,350409359.800436,16680589.8765214,95843161.9950717
1425049163.29617,2356,140363,0.296174725779565,350072570.80098,16638164.049048,95747213.5883145
1425049164.29617,2356,140364,0.296174725779565,350280622.001827,16624630.8329574,95806810.9867549
1425049165.29617,2356,140365,0.296174725779565,350246130.65186,16598311.8815039,95797278.8125437
1425049166.29617,2356,140366,0.296174725779565,350463950.832,16585011.0425762,95859357.1226763
1425049167.29617,2356,140367,0.296174725779565,350052534.872832,16538620.0008232,95742004.3983155
1425049168.29617,2356,140368,0.296174725779565,350077646.914569,16515475.8465564,95749456.0989484
1425049169.29617,2356,140369,0.296174725779565,350190525.523359,16496835.518233,95781853.8642782
1425049170.29617,2356,140370,0.296174725779565,350173958.701047,16471230.8604418,95777125.7524488
1425049171.29617,2356,140371,0.296174725779565,350234679.109231,16449940.4380018,95794787.3096827
1425049172.29617,2356,140372,0.296174725779565,349994904.84919,16412655.5182363,95726357.5558501
1425049173.29617,2356,140373,0.296174725779565,350409114.977959,16409540.7355207,95844511.2819524
1425049174.29617,2356,140374,0.296174725779565,349797528.217147,16353165.0911076,95670318.234233
1425049175.29617,2356,140375,0.296174725779565,350327893.554238,16356178.5635712,95821779.2608339
1425049176.29617,2356,140376,0.296174725779565,350427206.778797,16336919.1086597,95850422.8877944
1425049177.29617,2356,140377,0.296174725779565,350003033.075836,16289863.4164846,95729176.6189709
1425049178.29617,2356,140378,0.296174725779565,350312316.143965,16281468.3038408,95817716.0792358
1425049179.29617,2356,140379,0.296174725779565,350342042.461935,16258222.4359769,95826217.6472213
1425049180.29617,2356,140380,0.296174725779565,350097447.105707,16221117.3952142,95756711.112197
1425049181.29617,2356,140381,0.296174725779565,350058745.580213,16194381.8665569,95745711.9002207
1425049182.29617,2356,140382,0.296174725779565,350761359.782398,16206348.633041,95946657.9880901
1425049184.29617,2356,140384,0.296174725779565,350363843.854547,16136396.7971464,95833320.3013448
1425049185.29617,2356,140385,0.296174725779565,350158637.625386,16101270.8303507,95774962.0756344
1425049186.29617,2356,140386,0.296174725779565,350162951.162946,16076842.0189267,95776321.5384748
1425049187.29617,2356,140387,0.296174725779565,350160367.060301,16052186.4329185,95775814.7161469
1425049188.29617,2356,140388,0.296174725779565,350364143.89617,16037903.7696232,95833999.7832221
1425049189.29617,2356,140389,0.296174725779565,350351129.798234,16012687.3003142,95830521.456411
1425049190.29617,2356,140390,0.296174725779565,350072102.843709,15973588.4493366,95750823.5464198
1425049191.29617,2356,140391,0.296174725779565,350325942.660879,15962083.548048,95823549.6414428
1425049192.29617,2356,140392,0.296174725779565,350137406.926511,15927599.6392249,95769646.5060016
1425049193.29617,2356,140393,0.296174725779565,350379825.74542,15915625.5090317,95839278.1815061
1425049194.29617,2356,140394,0.296174725779565,350213838.733085,15882433.4877513,95791913.8156057
1425049195.29617,2356,140395,0.296174725779565,350054052.530858,15849840.0570756,95746661.4124063
1425049196.29617,2356,140396,0.296174725779565,350120627.029731,15828594.6751695,95765749.0053962
1425049197.29617,2356,140397,0.296174725779565,350063365.415967,15800905.1490567,95749379.081398
1425049198.29617,2356,140398,0.296174725779565,350576750.308907,15802404.8147299,95896167.6071633
1425049199.29617,2356,140399,0.296174725779565,350231465.369762,15760435.9737416,95797914.1511621
1425049200.29617,2356,140400,0.296174725779565,350010396.343653,15724470.7445371,95734789.463747
1425049201.29617,2356,140401,0.296174725779565,350410109.626538,15720245.8635994,95849220.7038499
1425049202.29617,2356,140402,0.296174725779565,350208409.626931,15685398.5791729,95791764.5841292
1425049203.29617,2356,140403,0.296174725779565,350305526.368652,15665761.5672527,95819738.1166615
1425049204.29617,2356,140404,0.296174725779565,350293295.488928,15640302.2993005,95816188.8132774
1425049205.29617,2356,140405,0.296174725779565,350315720.94876,15616693.0610308,95822589.7170271
1425049206.29617,2356,140406,0.296174725779565,350452521.563541,15599064.7289582,95861896.2710507
1425049207.29617,2356,140407,0.296174725779565,350503706.213257,15577318.4457272,95877028.7046879
1425049208.29617,2356,140408,0.296174725779565,350114919.179588,15533021.7792703,95765991.5926473
1425049209.29617,2356,140409,0.296174725779565,350518440.709335,15528705.3835837,95881477.3575921
1425049210.29617,2356,140410,0.296174725779565,350373456.759281,15496786.3289846,95840186.9713505
1425049211.29617,2356,140411,0.296174725779565,350305424.285133,15468466.9840811,95820630.0126429
1425049212.29617,2356,140412,0.296174725779565,350354122.69012,15446475.9958641,95834856.8794442
1425049213.29617,2356,140413,0.296174725779565,350345729.440983,15421329.3773962,95832564.7784895
1425049214.29617,2356,140414,0.296174725779565,350410967.976088,15400105.3576691,95851491.3518976
1425049215.29617,2356,140415,0.296174725779565,350255766.387477,15367794.7411195,95807355.8354812
1425049216.29617,2356,140416,0.296174725779565,350487379.955572,15354713.892644,95873688.8242227
1425049217.29617,2356,140417,0.296174725779565,350308809.824411,15321055.1344199,95822695.1794965
1425049218.29617,2356,140418,0.296174725779565,350313196.713899,15296682.3291562,95824090.469725
1425049219.29617,2356,140419,0.296174725779565,350297681.08938,15271522.3248606,95820055.3183025
1425049220.29617,2356,140420,0.296174725779565,350010449.713094,15232442.9600659,95737982.0555468
1425049221.29617,2356,140421,0.296174725779565,350545260.486261,15234297.5160341,95890915.756334
1425049222.29617,2356,140422,0.296174725779565,350192854.072297,15192355.1671221,95790496.9801839
1425049223.29617,2356,140423,0.296174725779565,350421411.943564,15179070.0167963,95856023.8072825
1425049224.29617,2356,140424,0.296174725779565,350142574.010172,15140485.6579863,95776297.8297597
1425049225.29617,2356,140425,0.296174725779565,350376384.239027,15127532.6675446,95843384.2122703
1425049226.29617,2356,140426,0.296174725779565,350352114.994715,15101707.1675081,95836629.2793153
1425049227.29617,2356,140427,0.296174725779565,350383474.91431,15078543.4007227,95845626.5454841
1425049228.29617,2356,140428,0.296174725779565,350253808.080087,15047528.9955847,95808732.8787176
1425049229.29617,2356,140429,0.296174725779565,350290757.940268,15024830.869822,95819569.1938652
1425049230.29617,2356,140430,0.296174725779565,350266745.415047,14999091.1963219,95812923.0663988
1425049231.29617,2356,140431,0.296174725779565,350385463.780176,14980177.7883605,95846906.3947107
1425049232.29617,2356,140432,0.296174725779565,350462654.104752,14959232.1644759,95869057.4872845
1425049233.29617,2356,140433,0.296174725779565,350545842.915026,14938905.7477219,95893193.2737172
1425049234.29617,2356,140434,0.296174725779565,350234976.490008,14899150.0415081,95804615.7993891
1425049235.29617,2356,140435,0.296174725779565,350058912.076505,14865760.036991,95754263.9527081
1425049236.29617,2356,140436,0.296174725779565,350307753.979975,14853022.1369195,95825303.9617757
1425049237.29617,2356,140437,0.296174725779565,350393548.127016,14832911.4240104,95850332.3574753
1425049238.29617,2356,140438,0.296174725779565,350230204.371014,14800405.8087608,95803857.7136337
1425049239.29617,2356,140439,0.296174725779565,350406815.349903,14783973.2401234,95854115.9622491
1425049240.29617,2356,140440,0.296174725779565,350318291.925124,14755231.886138,95829134.0242014
1425049241.29617,2356,140441,0.296174725779565,350403588.990362,14734874.8264614,95853841.3572405
1425049242.29617,2356,140442,0.296174725779565,350467687.285508,14713456.6714265,95872466.8392651
1425049243.29617,2356,140443,0.296174725779565,350328869.501021,14682093.5574579,95832873.3879977
1425049244.29617,2356,140444,0.296174725779565,350286646.216515,14655320.3729139,95820867.7782798
1425049245.29617,2356,140445,0.296174725779565,350576681.32175,14644851.2229736,95904132.5714269
1425049246.29617,2356,140446,0.296174725779565,350167191.601033,14600431.8326499,95787156.6640779
1425049247.29617,2356,140447,0.296174725779565,350573121.446657,14595041.4051993,95903094.615934
1425049248.29617,2356,140448,0.296174725779565,350250268.693037,14554960.2624765,95811004.936738
1425049249.29617,2356,140449,0.296174725779565,350214300.705388,14528929.127263,95801241.0492629
1425049250.29617,2356,140450,0.296174725779565,350269524.941547,14506924.3987276,95817129.2179754
1425049251.29617,2356,140451,0.296174725779565,350324023.388736,14484569.1160508,95832570.6942414
1425049252.29617,2356,140452,0.296174725779565,350745457.807622,14480378.2296481,95953538.7599396
1425049253.29617,2356,140453,0.296174725779565,350319665.02461,14435408.1874124,95831909.1940115
1425049254.29617,2356,140454,0.296174725779565,350363627.867908,14412901.9613142,95844670.2103023
1425049255.29617,2356,140455,0.296174725779565,350053885.854396,14373354.8139632,95756100.9710406
1425049256.29617,2356,140456,0.296174725779565,350614127.955143,14375378.0343952,95916502.2897684
1425049257.29617,2356,140457,0.296174725779565,350478583.704491,14344509.198699,95878100.7872
1425049258.29617,2356,140458,0.296174725779565,350525963.327036,14322183.1326434,95891914.9517421
1425049259.29617,2356,140459,0.296174725779565,350039374.011524,14274343.3420797,95752743.6826109
1425049260.29617,2356,140460,0.296174725779565,350277966.611216,14261143.9596909,95821271.544047
1425049261.29617,2356,140461,0.296174725779565,350034150.63159,14224917.2282555,95751666.051774
1425049262.29617,2356,140462,0.296174725779565,349994575.370182,14198576.3266177,95740625.5960452
1425049263.29617,2356,140463,0.296174725779565,350423189.072495,14194229.4119174,95863437.9279209
1425049264.29617,2356,140464,0.296174725779565,350406585.393739,14168821.5968578,95858848.6986143
1425049265.29617,2356,140465,0.296174725779565,349895814.959738,14119981.8094575,95712781.385422
1425049266.29617,2356,140466,0.296174725779565,350230645.198084,14111337.2195501,95808958.7259885
1425049267.29617,2356,140467,0.296174725779565,350517494.913085,14099850.6349884,95890814.567102
1425049268.29617,2356,140468,0.296174725779565,350536490.493241,14076550.1555612,95896889.5399712
1425049269.29617,2356,140469,0.296174725779565,350365665.683069,14043668.8561276,95847932.9290434
1425049270.29617,2356,140470,0.296174725779565,350576064.687262,14029053.1159109,95908462.854872
1425049271.29617,2356,140471,0.296174725779565,350650353.412296,14007655.0363161,95929673.2218732
1425049272.29617,2356,140472,0.296174725779565,350295922.196076,13966397.6826933,95828377.3205523
1425049273.29617,2356,140473,0.296174725779565,350612151.740202,13956652.9596544,95919172.7685587
1425049274.29617,2356,140474,0.296174725779565,350493589.635655,13926538.404889,95885484.6524306
1425049275.29617,2356,140475,0.296174725779565,350128130.614817,13884789.4110544,95780934.2980325
1425049276.29617,2356,140476,0.296174725779565,350016278.654434,13855061.1916312,95749189.0557023
1425049277.29617,2356,140477,0.296174725779565,350288797.448016,13843297.7104021,95827539.0489957
1425049278.29617,2356,140478,0.296174725779565,350185739.571688,13813947.4148488,95798267.3971108
1425049279.29617,2356,140479,0.296174725779565,350224144.673882,13791065.3275101,95809438.583313
1425049280.29617,2356,140480,0.296174725779565,350192211.66389,13764868.4552425,95800376.3328734
1425049281.29617,2356,140481,0.296174725779565,350463922.897905,13752794.0264668,95878270.3017922
1425049282.29617,2356,140482,0.296174725779565,350410073.653107,13725856.2279755,95863245.5281094
1425049283.29617,2356,140483,0.296174725779565,350270871.214273,13694749.2550968,95823522.3545693
1425049284.29617,2356,140484,0.296174725779565,350636757.965313,13687048.0499439,95928537.0260745
1425049285.29617,2356,140485,0.296174725779565,350438469.536422,13653125.674937,95871814.2713938
1425049286.29617,2356,140486,0.296174725779565,350263560.141165,13620786.793659,95822197.2905459
1425049287.29617,2356,140487,0.296174725779565,350183045.956269,13592376.8123175,95799245.6036013
1425049288.29617,2356,140488,0.296174725779565,350060003.650083,13561834.9730331,95763927.5090255
1425049289.29617,2356,140489,0.296174725779565,350287683.749495,13547820.0023211,95829456.2430833
1425049290.29617,2356,140490,0.296174725779565,350398538.259167,13528273.9689545,95861379.9286138
1425049291.29617,2356,140491,0.296174725779565,350149740.161435,13492275.7037721,95790313.8637516
1425049292.29617,2356,140492,0.296174725779565,350367555.557079,13477800.1360236,95853068.1347435
1425049293.29617,2356,140493,0.296174725779565,350317082.43947,13450748.0043865,95838682.1605076
1425049294.29617,2356,140494,0.296174725779565,349939836.035317,13409167.7529099,95731042.9493246
1425049295.29617,2356,140495,0.296174725779565,350283486.964641,13399945.9280361,95829400.2970149
1425049296.29617,2356,140496,0.296174725779565,350653868.963793,13392354.5237281,95935864.2730154
1425049297.29617,2356,140497,0.296174725779565,350483173.594899,13360011.4862217,95887207.2015294
1425049298.29617,2356,140498,0.296174725779565,350597438.668558,13340194.9545094,95919765.1615722
1425049299.29617,2356,140499,0.296174725779565,350380119.294946,13306073.3713527,95858074.6065812
1425049300.29617,2356,140500,0.296174725779565,350374744.244146,13281158.9097245,95856664.7810332
1425049301.29617,2356,140501,0.296174725779565,350336509.928857,13254745.3444358,95845836.808681
1425049302.29617,2356,140502,0.296174725779565,350126719.774026,13220772.9629599,95786026.6592794
1425049303.29617,2356,140503,0.296174725779565,350770820.18377,13224940.6339838,95970539.2292436
1425049304.29617,2356,140504,0.296174725779565,350487711.693557,13187370.8412191,95889426.8162901
1425049305.29617,2356,140505,0.296174725779565,350559284.664115,13166498.5334489,95910628.7710442
1425049306.29617,2356,140506,0.296174725779565,350138623.025665,13122791.5030721,95790123.9160184
1425049307.29617,2356,140507,0.296174725779565,350384702.012312,13109235.569891,95860843.2281294
1425049308.29617,2356,140508,0.296174725779565,350526143.674519,13090751.5274947,95901356.9723642
1425049309.29617,2356,140509,0.296174725779565,350280810.184396,13055320.6698849,95831420.418053
1425049310.29617,2356,140510,0.296174725779565,350518048.849708,13041431.5324532,95899770.0606497
1425049311.29617,2356,140511,0.296174725779565,350186647.600937,13001779.5943593,95804733.1798782
1425049312.29617,2356,140512,0.296174725779565,350265641.696082,12980991.9436861,95827911.4868088
1425049313.29617,2356,140513,0.296174725779565,350207229.44737,12953438.0120149,95811017.9164692
1425049314.29617,2356,140514,0.296174725779565,349974454.422191,12918738.1538841,95744740.8175581
1425049315.29617,2356,140515,0.296174725779565,350638892.081141,12923568.3415074,95935295.105966
1425049316.29617,2356,140516,0.296174725779565,350461728.66373,12890978.5387389,95884609.6880433
1425049317.29617,2356,140517,0.296174725779565,350352701.012318,12861577.5579732,95853636.2128002
1425049318.29617,2356,140518,0.296174725779565,350201082.787627,12830376.0621831,95810508.2915856
1425049319.29617,2356,140519,0.296174725779565,350537190.071105,12820477.6294014,95906893.5520244
1425049320.29617,2356,140520,0.296174725779565,350555657.823687,12796772.1601093,95912462.5022737
1425050618.29617,2356,141818,0.296174725779565,349732184.220503,-19096954.3379938,96365171.011819
1425050619.29617,2356,141819,0.296174725779565,349954448.680123,-19132093.6819271,96428729.4033066
1425050620.29617,2356,141820,0.296174725779565,349977755.356304,-19157849.5029558,96436062.4146659
1425050621.29617,2356,141821,0.296174725779565,349790190.901058,-19173475.0782557,96384108.845405
1425050622.29617,2356,141822,0.296174725779565,349877058.768773,-19202188.4082985,96409441.3396329
1425050623.29617,2356,141823,0.296174725779565,350022989.655324,-19233790.1410941,96451341.3264278
1425050624.29617,2356,141824,0.296174725779565,349925862.055129,-19253738.450822,96424881.6948925
1425050625.29617,2356,141825,0.296174725779565,349855833.38358,-19275022.6164307,96405885.3308366
1425050626.29617,2356,141826,0.296174725779565,350049334.041811,-19308911.6444963,96461358.7642937
1425050627.29617,2356,141827,0.296174725779565,349835273.389587,-19323231.4996954,96401828.8787367
1425050628.29617,2356,141828,0.296174725779565,349847559.078883,-19348382.3637734,96406181.9612264
1425050629.29617,2356,141829,0.296174725779565,349775348.263827,-19369560.9799897,96386619.4248388
1425050630.29617,2356,141830,0.296174725779565,349757130.852562,-19393272.4550028,96382406.0635367
1425050631.29617,2356,141831,0.296174725779565,349849359.646798,-19422298.1881775,96409250.494357
1425050632.29617,2356,141832,0.296174725779565,349873538.560199,-19448033.8149331,96416856.5003102
1425050633.29617,2356,141833,0.296174725779565,349853067.913501,-19471698.9887416,96412027.7968209
1425050634.29617,2356,141834,0.296174725779565,349864547.691173,-19496853.9808755,96416007.1438947
1425050635.29617,2356,141835,0.296174725779565,350062783.756135,-19531013.9139063,96472793.0552142
1425050636.29617,2356,141836,0.296174725779565,349852405.031113,-19545442.0182746,96414393.1536264
1425050637.29617,2356,141837,0.296174725779565,349928569.798351,-19573763.2239492,96436644.9026848
1425050638.29617,2356,141838,0.296174725779565,349779264.975053,-19591101.81363,96395435.7560847
1425050639.29617,2356,141839,0.296174725779565,349752113.182776,-19614362.2795687,96388599.8376917
1425050640.29617,2356,141840,0.296174725779565,349709365.856304,-19636871.4548782,96377469.0290296
1425050641.29617,2356,141841,0.296174725779565,349854122.494654,-19668506.52394,96419078.1677037
1425050642.29617,2356,141842,0.296174725779565,350099501.673457,-19705124.4990375,96489105.356639
1425050643.29617,2356,141843,0.296174725779565,349759203.333528,-19713099.1650853,96394018.1638977
1425050644.29617,2356,141844,0.296174725779565,349880621.050625,-19743660.1193613,96429102.5708293
1425050645.29617,2356,141845,0.296174725779565,349831917.374456,-19765898.1144796,96416272.71582
1425050646.29617,2356,141846,0.296174725779565,349838724.824434,-19790799.0698335,96419009.3238087
1425050647.29617,2356,141847,0.296174725779565,349995324.878001,-19823086.740714,96464040.0769647
1425050648.29617,2356,141848,0.296174725779565,349888219.830183,-19842495.5757455,96434736.3441201
1425050649.29617,2356,141849,0.296174725779565,349841698.531449,-19864763.1150573,96422436.9335565
1425050650.29617,2356,141850,0.296174725779565,350024112.003834,-19898341.1598693,96474677.714233
1425050651.29617,2356,141851,0.296174725779565,349871345.473133,-19915378.9559203,96432495.6662349
1425050652.29617,2356,141852,0.296174725779565,349859840.027177,-19939438.4472401,96430162.6553284
1425050653.29617,2356,141853,0.296174725779565,349727517.051761,-19957510.7241509,96393707.8262411
1425050654.29617,2356,141854,0.296174725779565,349721535.005417,-19981814.6528753,96392874.5404726
1425050655.29617,2356,141855,0.296174725779565,349635405.006749,-20002064.2677976,96369391.2963662
1425050656.29617,2356,141856,0.296174725779565,349811608.836687,-20035501.2914458,96419945.766171
1425050657.29617,2356,141857,0.296174725779565,350115407.704368,-20075229.1953342,96506419.89686
1425050658.29617,2356,141858,0.296174725779565,349775183.478783,-20082851.5805032,96411336.8047807
1425050659.29617,2356,141859,0.296174725779565,349794932.756016,-20108468.2463546,96417878.1146945
1425050660.29617,2356,141860,0.296174725779565,349706922.843306,-20128623.060044,96393847.7727138
1425050661.29617,2356,141861,0.296174725779565,349786261.331744,-20157221.2231731,96417116.7254296
1425050662.29617,2356,141862,0.296174725779565,349793308.196503,-20182171.298988,96419983.3542906
1425050663.29617,2356,141863,0.296174725779565,349655789.022047,-20199879.1136624,96382033.4394304
1425050664.29617,2356,141864,0.296174725779565,349757674.037298,-20229639.6386578,96411697.0397756
1425050665.29617,2356,141865,0.296174725779565,349540513.021003,-20243247.5996937,96351218.2697954
1425050666.29617,2356,141866,0.296174725779565,349659842.327863,-20273845.947819,96385795.5744828
1425050667.29617,2356,141867,0.296174725779565,349775581.667024,-20304276.6019385,96419340.0937614
1425050668.29617,2356,141868,0.296174725779565,349751942.389292,-20327637.062266,96413519.4399435
1425050669.29617,2356,141869,0.296174725779565,349688405.586973,-20349111.4529455,96396467.5470001
1425050670.29617,2356,141870,0.296174725779565,349957902.287205,-20387292.7508443,96473311.369467
1425050671.29617,2356,141871,0.296174725779565,349950990.98244,-20411548.1088882,96472302.2485046
1425050672.29617,2356,141872,0.296174725779565,349794133.402498,-20428218.596926,96428932.7102688
1425050673.29617,2356,141873,0.296174725779565,349639006.972492,-20444926.9305872,96385956.7973729
1425050674.29617,2356,141874,0.296174725779565,349658382.773485,-20470481.4773789,96392363.7511095
1425050675.29617,2356,141875,0.296174725779565,349659485.907403,-20495133.205755,96393520.2303177
1425050676.29617,2356,141876,0.296174725779565,349874722.244886,-20530753.2116675,96455071.3805609
1425050677.29617,2356,141877,0.296174725779565,349745598.267532,-20548801.2265817,96419586.513344
1425050678.29617,2356,141878,0.296174725779565,349837067.741493,-20578007.6358729,96446180.4237635
1425050679.29617,2356,141879,0.296174725779565,349847495.522029,-20603126.5581952,96450041.4534466
1425050680.29617,2356,141880,0.296174725779565,349969880.457822,-20634055.8022615,96485476.4751627
1425050681.29617,2356,141881,0.296174725779565,349969591.794716,-20658599.3905763,96486164.50107
1425050682.29617,2356,141882,0.296174725779565,349912137.551806,-20680278.5261444,96470883.7062833
1425050683.29617,2356,141883,0.296174725779565,349788077.103768,-20698559.0701456,96436776.4622088
1425050684.29617,2356,141884,0.296174725779565,349565942.99349,-20711744.2302096,96374984.6688326
1425050685.29617,2356,141885,0.296174725779565,349717619.01546,-20744122.6443739,96418611.4368833
1425050686.29617,2356,141886,0.296174725779565,349720276.007853,-20768908.9079551,96420244.5095662
1425050687.29617,2356,141887,0.296174725779565,349866851.498831,-20801027.1749807,96462539.8581502
1425050688.29617,2356,141888,0.296174725779565,349721198.881951,-20818133.273577,96422235.9693174
1425050689.29617,2356,141889,0.296174725779565,349896650.061102,-20851750.7203492,96472631.2896548
1425050690.29617,2356,141890,0.296174725779565,349949884.910257,-20879164.7122679,96488438.5741577
1425050691.29617,2356,141891,0.296174725779565,349828278.517844,-20897513.6578777,96455040.6709957
1425050692.29617,2356,141892,0.296174725779565,349511629.731886,-20905622.0241078,96366647.9548846
1425050693.29617,2356,141893,0.296174725779565,349821699.060835,-20946370.1645523,96454998.0643983
1425050694.29617,2356,141894,0.296174725779565,349693988.074343,-20964347.6820123,96419852.1572787
1425050695.29617,2356,141895,0.296174725779565,349742514.446937,-20991463.4276434,96434466.606075
1425050696.29617,2356,141896,0.296174725779565,349761079.47183,-21016992.9756237,96440566.8992969
1425050697.29617,2356,141897,0.296174725779565,349847103.517155,-21046105.8659457,96465700.5367826
1425050698.29617,2356,141898,0.296174725779565,349794739.088511,-21067992.8525237,96451819.6336507
1425050699.29617,2356,141899,0.296174725779565,349515568.470772,-21077989.8250919,96374022.6937296
1425050700.29617,2356,141900,0.296174725779565,349659233.535003,-21110131.7028434,96415394.1120956
1425050701.29617,2356,141901,0.296174725779565,349755897.073125,-21139762.2464153,96443582.061296
1425050702.29617,2356,141902,0.296174725779565,349761821.124248,-21164660.9398985,96446129.0996442
1425050703.29617,2356,141903,0.296174725779565,349340801.869249,-21167118.7553046,96328146.5630689
1425050704.29617,2356,141904,0.296174725779565,349807011.801218,-21216326.353961,96460597.593906
1425050705.29617,2356,141905,0.296174725779565,349621667.592803,-21231059.9107156,96409127.2323638
1425050706.29617,2356,141906,0.296174725779565,349712726.31676,-21260506.0838937,96435804.6866887
1425050707.29617,2356,141907,0.296174725779565,349768667.748905,-21288102.9605897,96452402.9793903
1425050708.29617,2356,141908,0.296174725779565,349655173.190793,-21306624.0309311,96421303.03942
1425050709.29617,2356,141909,0.296174725779565,349794014.889779,-21338623.2353267,96461326.7947176
1425050710.29617,2356,141910,0.296174725779565,349640070.165458,-21355094.3087981,96418749.7226339
1425050711.29617,2356,141911,0.296174725779565,349648954.52933,-21380135.053189,96422213.2976492
1425050712.29617,2356,141912,0.296174725779565,349823157.228132,-21414017.0247736,96472250.0178671
1425050713.29617,2356,141913,0.296174725779565,350157131.791299,-21456400.2650588,96567431.1874176
1425050714.29617,2356,141914,0.296174725779565,349756244.592325,-21459661.3423665,96455142.6897168
1425050715.29617,2356,141915,0.296174725779565,349883776.814098,-21491041.1646729,96492055.6959969
1425050716.29617,2356,141916,0.296174725779565,349650402.637772,-21503252.1864771,96427014.7544092
1425050717.29617,2356,141917,0.296174725779565,349756957.324358,-21533523.1642803,96457961.1746887
1425050718.29617,2356,141918,0.296174725779565,349842442.031046,-21562705.3876354,96483077.3025827
1425050719.29617,2356,141919,0.296174725779565,349613347.016459,-21575013.2573891,96419182.3055832
1425050720.29617,2356,141920,0.296174725779565,349696089.497729,-21604075.8246668,96443531.1052385
1425050721.29617,2356,141921,0.296174725779565,349683201.021583,-21628036.0367647,96440768.5477792
1425050722.29617,2356,141922,0.296174725779565,350043781.657597,-21672040.2249192,96543483.6046147
1425050723.29617,2356,141923,0.296174725779565,349531491.262973,-21669028.7862252,96399743.6502491
1425050724.29617,2356,141924,0.296174725779565,349561697.280534,-21695304.6311274,96409254.8153724
1425050725.29617,2356,141925,0.296174725779565,349701055.645201,-21727396.2939514,96449398.8805394
1425050726.29617,2356,141926,0.296174725779565,349456407.849143,-21738791.7599021,96381239.0004999
1425050727.29617,2356,141927,0.296174725779565,349775598.276095,-21780629.7480597,96472283.8844779
1425050728.29617,2356,141928,0.296174725779565,349796325.364075,-21806362.3747211,96478990.4566932
1425050729.29617,2356,141929,0.296174725779565,349658934.895472,-21823571.5177393,96441056.9568062
1425050730.29617,2356,141930,0.296174725779565,349651648.25129,-21847691.2738591,96440003.4509684
1425050731.29617,2356,141931,0.296174725779565,349540111.757985,-21866325.7755474,96409288.5958336
1425050732.29617,2356,141932,0.296174725779565,349740826.682639,-21901798.8311631,96466884.1092314
1425050733.29617,2356,141933,0.296174725779565,349706559.96808,-21924519.1578422,96458074.9071669
1425050734.29617,2356,141934,0.296174725779565,349697169.715089,-21948696.391788,96456345.2049724
1425050735.29617,2356,141935,0.296174725779565,349767892.961383,-21977113.399473,96477253.3906722
1425050736.29617,2356,141936,0.296174725779565,349227935.924156,-21972237.8965883,96325626.87976
1425050737.29617,2356,141937,0.296174725779565,349586452.733733,-22016373.4818426,96427833.8155921
1425050738.29617,2356,141938,0.296174725779565,350000348.945541,-22063654.5645718,96545523.7911713
1425050739.29617,2356,141939,0.296174725779565,349962341.992526,-22086171.3463367,96535736.2556438
1425050740.29617,2356,141940,0.296174725779565,349676299.540165,-22095165.9943073,96455946.6593477
1425050741.29617,2356,141941,0.296174725779565,349681996.079102,-22120027.1168077,96458386.1528392
1425050742.29617,2356,141942,0.296174725779565,349707108.818691,-22146032.5036276,96466382.3731344
1425050743.29617,2356,141943,0.296174725779565,349863845.380406,-22179279.8240042,96511565.3183573
1425050744.29617,2356,141944,0.296174725779565,349644135.949817,-22191792.5648075,96450386.3027407
1425050745.29617,2356,141945,0.296174725779565,349742221.683075,-22221791.4618645,96479037.3327462
1425050746.29617,2356,141946,0.296174725779565,349627942.591434,-22240122.7307346,96447661.0502303
1425050747.29617,2356,141947,0.296174725779565,349709964.915866,-22269234.6101588,96471766.2461366
1425050748.29617,2356,141948,0.296174725779565,349428274.728811,-22278248.3295735,96393135.3881702
1425050749.29617,2356,141949,0.296174725779565,349592742.962922,-22311987.0981696,96440356.4678319
1425050750.29617,2356,141950,0.296174725779565,349522438.472915,-22332633.5622937,96421518.4316031
1425050751.29617,2356,141951,0.296174725779565,349927253.49175,-22379738.6147861,96536701.1875442
1425050752.29617,2356,141952,0.296174725779565,349584173.170079,-22385336.1109285,96440790.6524591
1425050753.29617,2356,141953,0.296174725779565,349610829.220376,-22411381.0837324,96449180.9944276
1425050754.29617,2356,141954,0.296174725779565,349764387.763587,-22444547.96086,96493363.1372313
1425050755.29617,2356,141955,0.296174725779565,349825575.525392,-22472563.2769346,96511639.2618691
1425050756.29617,2356,141956,0.296174725779565,349474247.65693,-22477638.2710923,96413357.6255688
1425050757.29617,2356,141957,0.296174725779565,349666051.669158,-22512883.7511513,96468363.9811052
1425050758.29617,2356,141958,0.296174725779565,349711434.331364,-22540028.9433932,96482136.684675
1425050759.29617,2356,141959,0.296174725779565,349572068.663158,-22556847.4838717,96443684.7565593
1425050760.29617,2356,141960,0.296174725779565,349748359.858685,-22591346.0890963,96494432.6383035
1425050761.29617,2356,141961,0.296174725779565,349638735.56311,-22609784.1255481,96464386.6346041
